datetime,open,high,low,close,volume,bb_middle,bb_std,bb_upper,bb_lower,rsi,candlestick
2025-02-03 13:30:00,22524.75643163224,22554.521594928614,22520.273820070455,22553.785078196488,2671,,,,,49.407902812836994,
2025-02-03 13:45:00,22431.945018642116,22445.176769988386,22415.077064724253,22432.78874133991,1916,,,,,53.100980343873495,
2025-02-03 14:00:00,22291.22914019804,22324.327587437732,22286.744094247297,22307.676299391755,6588,22461.62541072888,306.8395173391393,23075.30444540716,21847.9463760506,51.58795550124636,
2025-02-03 14:15:00,22611.85289472238,22652.599881149406,22563.775708578323,22622.02627051561,7496,22474.414988456592,307.98298686952785,23090.380962195646,21858.44901471754,56.25587625955549,
2025-02-03 14:30:00,22139.49386065204,22178.395122809274,22099.13077818573,22138.527031889193,2836,22435.5002622994,298.154579724197,23031.809421747792,21839.191102851008,41.17971779077412,
2025-02-03 14:45:00,22292.144648535217,22330.187215081754,22269.163010817396,22271.119661434008,3138,22412.40860922977,291.7195338025124,22995.847676834794,21828.969541624745,45.552395816043216,
2025-02-03 15:00:00,22366.361843293693,22375.747963578306,22355.18171587751,22367.774661513795,5007,22400.439551464082,288.19821296633296,22976.83597739675,21824.043125531414,45.75737401286571,
2025-02-03 15:15:00,22456.069984217036,22460.489231566262,22409.39722895454,22445.987986546446,2905,22414.103398544143,283.26910787961464,22980.64161430337,21847.565182784914,55.71692889165022,Hammer
2025-02-03 15:30:00,22785.175961393015,22820.123402817386,22767.946131606666,22789.69096036966,4989,22445.05848750528,289.0263923453292,23023.11127219594,21867.005702814622,46.918805703057444,
2025-02-04 09:15:00,22199.67378215836,22218.091142848076,22191.62456057399,22211.667586138014,4485,22452.7988867332,280.0153676397347,23012.82962201267,21892.76815145373,40.5715874809353,
2025-02-04 09:30:00,22514.234438413612,22535.851749733778,22486.076218990915,22497.375329144805,5797,22433.860956113756,262.1133847107653,22958.087725535286,21909.634186692227,54.696525072333806,
2025-02-04 09:45:00,22592.41456886204,22593.972023501712,22545.2258628448,22556.012247102524,3732,22429.999322562708,259.57798055143036,22949.15528366557,21910.843361459847,56.708240112280215,
2025-02-04 10:00:00,22046.450412719998,22059.42923518375,22046.25889819498,22048.38481431854,8714,22396.69276804334,263.8507600165577,22924.394288076455,21868.991248010225,48.01768073089188,Inverted Hammer
2025-02-04 10:15:00,22607.54485190144,22609.228672095163,22595.63860973874,22600.694041720537,2321,22424.41628387433,254.03515615230907,22932.486596178947,21916.34597156971,54.095876717945224,
2025-02-04 10:30:00,22170.52412368729,22214.483412317353,22123.60174166677,22200.579610504083,4354,22385.97345625737,223.56472260029994,22833.10290145797,21938.844011056768,45.66889132552281,
2025-02-04 10:45:00,22065.05159298528,22077.221427146207,22056.497294642424,22073.655053919883,8101,22347.269561557652,205.70848633321413,22758.68653422408,21935.852588891223,45.60259102912441,
2025-02-04 11:00:00,22948.885537253333,22976.752395731983,22943.223364671343,22956.059089430917,5743,22384.40790907329,243.77440477463446,22871.956718622558,21896.85909952402,56.69711651952059,Inverted Hammer
2025-02-04 11:15:00,22965.63203307456,22967.580999107617,22937.122672284568,22955.066243282636,9951,22424.622906780045,268.30960661845546,22961.242120016956,21888.003693543134,53.678045878886714,
2025-02-04 11:30:00,22808.39734811646,22841.739717681743,22765.30515695172,22820.400435468513,8014,22456.30129076732,276.04692117420296,23008.395133115726,21904.20744841891,58.15917113317239,
2025-02-04 11:45:00,22304.61376917337,22320.765136461076,22280.758278288675,22290.40820351144,4412,22456.98396728694,275.59603910635593,23008.17604549965,21905.791889074226,50.2107590574675,
2025-02-04 12:00:00,22097.672114006386,22142.56807335427,22047.94390117216,22063.85411223475,8825,22432.48741898885,288.03228701883904,23008.55199302653,21856.422844951172,46.770834997549066,
2025-02-04 12:15:00,22684.233026512156,22728.638935958857,22650.274441535257,22726.45225257455,2357,22447.170594550582,295.4383619604076,23038.047318471396,21856.29387062977,52.65076380168319,
2025-02-04 12:30:00,22440.152493739603,22456.41702465769,22436.44874837908,22448.780303427127,4481,22454.22579475235,293.6110123080137,23041.44781936838,21867.00377013632,46.73721172557235,
2025-02-04 12:45:00,22122.03823484478,22167.0862796293,22072.396628260678,22165.326540808794,2766,22431.39080826701,297.60607587258096,23026.602960012173,21836.178656521846,49.529976616044195,
2025-02-04 13:00:00,22495.17691011127,22544.984793786207,22474.78219827226,22498.493545219317,9219,22449.389133933517,289.74334766311193,23028.87582925974,21869.902438607292,50.011233582615205,
2025-02-04 13:15:00,22034.38852111522,22075.659304321416,22020.018394422947,22059.135717896974,8163,22438.789936756664,300.29317315903967,23039.376283074744,21838.203590438585,45.36308338413867,
2025-02-04 13:30:00,22909.32040207878,22951.563969466544,22881.426442899887,22897.03931137163,3470,22465.253169249558,316.5843259752034,23098.421821199965,21832.08451729915,57.459899429448754,
2025-02-04 13:45:00,22258.779981600015,22271.23041840547,22243.564602008973,22250.790917990173,1159,22455.493315821743,320.1977093825095,23095.888734586762,21815.097897056723,46.974228827638,
2025-02-04 14:00:00,22662.52228435398,22691.35740429687,22658.199408997974,22675.173057128526,3892,22449.76742065969,314.8868045900252,23079.54102983974,21819.99381147964,54.0868720858096,
2025-02-04 14:15:00,22311.71107608941,22315.07387178778,22311.63965893545,22312.73729560991,6326,22454.820906133282,311.65899583871186,23078.138897810706,21831.502914455858,51.97855895723375,Inverted Hammer
2025-02-04 14:30:00,22520.06802117781,22524.813918018892,22497.588853531797,22502.152361416785,5113,22455.05975774688,311.69515393935063,23078.45006562558,21831.66944986818,45.75695996140178,
2025-02-04 14:45:00,22546.71027934328,22596.654909944944,22504.86710823195,22528.99634998032,8749,22453.70896289077,311.2929093166249,23076.29478152402,21831.123144257523,46.03633035036441,
2025-02-04 15:00:00,22184.85445552553,22201.186417996825,22156.238696244025,22157.845505131587,8798,22459.18199743142,304.68367293457106,23068.54934330056,21849.81465156228,44.09611218074612,
2025-02-04 15:15:00,22969.584627764558,23006.993823367,22919.624262817386,22981.16944506664,5999,22478.205767598727,325.1734622666713,23128.55269213207,21827.858843065384,55.849440942665396,
2025-02-04 15:30:00,22775.132823361113,22815.466076012453,22760.790491078755,22787.69725716054,2570,22507.56164993155,325.2926757588484,23158.147001449248,21856.976298413854,56.164118543918526,
2025-02-05 09:15:00,22939.49894156419,22982.400105114553,22925.47618832619,22930.84087279608,4405,22550.42094087536,321.5622361949242,23193.54541326521,21907.29646848551,51.9094708808783,Inverted Hammer
2025-02-05 09:30:00,22894.827350427648,22944.708765297757,22886.83987741595,22896.775617854284,6527,22547.456767296528,317.87838549956655,23183.213538295662,21911.699996297393,54.38492019014158,
2025-02-05 09:45:00,22597.899978811085,22609.97480307393,22589.696799397818,22591.775995138596,6848,22529.29225488933,303.41099537820156,23136.11424564573,21922.470264132928,54.156500967287236,
2025-02-05 10:00:00,22921.87423502312,22923.891776366105,22907.614905222617,22917.585999426352,7817,22534.151533087217,309.0445562975465,23152.24064568231,21916.062420492126,54.09066061813226,Hammer
2025-02-05 10:15:00,22088.49250205192,22109.05207795165,22048.85049978824,22054.522112357063,2627,22522.3572285295,323.02140029180185,23168.400029113105,21876.314427945897,49.958407945582366,
2025-02-05 10:30:00,22195.982862419147,22202.486895910595,22150.695022887325,22189.760717703582,7143,22528.65255880294,314.7360116518366,23158.12458210661,21899.18053549927,42.69882349486412,
2025-02-05 10:45:00,22045.227288910537,22046.34858336864,21996.472930425152,21997.495925918727,9396,22492.204742470152,332.3402003869692,23156.88514324409,21827.524341696215,47.11483470246411,
2025-02-05 11:00:00,22325.330330763263,22343.351672120338,22313.71584805844,22321.106305036785,7558,22485.821042550633,334.43779438621857,23154.69663132307,21816.945453778197,45.872229771064205,
2025-02-05 11:15:00,22388.677289689484,22427.864202243247,22344.61241240878,22418.762007322697,6272,22498.49281587633,326.3589273483263,23151.210670572982,21845.774961179675,51.317385517362844,
2025-02-05 11:30:00,22271.349031773894,22299.65806633515,22254.936277310026,22287.070283327033,8881,22487.92165278171,329.76525440352555,23147.452161588764,21828.39114397466,47.28865435500588,
2025-02-05 11:45:00,22828.737509151928,22844.376408612447,22823.095481926084,22824.648315669503,9983,22526.19728267034,321.7046968802756,23169.60667643089,21882.78788890979,53.301847621939324,Inverted Hammer
2025-02-05 12:00:00,22356.75332669359,22389.470426968226,22313.25208041758,22375.836954411014,4747,22500.137164822307,311.01583570443745,23122.168836231183,21878.10549341343,52.39302320819384,Hammer
2025-02-05 12:15:00,22280.93450968738,22292.53541870282,22249.1292279552,22270.53000448605,2607,22501.124119147105,310.2132175754103,23121.550554297926,21880.697683996284,40.738952798503504,
2025-02-05 12:30:00,22542.696083158247,22543.41515546185,22534.459538354193,22542.04300291878,6074,22494.467616436617,307.7001024991063,23109.86782143483,21879.067411438406,46.8624551959178,
2025-02-05 12:45:00,22140.924224974762,22179.141894296583,22119.432662099112,22155.302372782025,8153,22486.595870295223,314.5318638138823,23115.659597922986,21857.53214266746,40.674925024046765,
2025-02-05 13:00:00,22802.19698075404,22833.384134997243,22787.83409601019,22818.891617201945,7733,22502.43283308448,323.210689384769,23148.854211854017,21856.011454314943,49.18665359885947,
2025-02-05 13:15:00,22074.55064367977,22112.665774904817,22037.71091524426,22112.178685276263,1066,22481.59194984928,334.6438543704373,23150.879658590155,21812.304241108406,45.37923453766728,
2025-02-05 13:30:00,22986.886936600516,22988.8338374349,22964.216125069303,22969.935694711163,9000,22522.196459328257,342.4706675851361,23207.13779449853,21837.255124157986,50.45747952402716,
2025-02-05 13:45:00,22772.244769296656,22814.100750688187,22722.780772041337,22779.75946860534,8645,22512.125960505193,331.0343604480166,23174.194681401226,21850.05723960916,57.18249281090225,
2025-02-05 14:00:00,22198.715681534173,22229.691991535987,22195.978432421194,22211.497504816696,5158,22483.315972888,330.8624160907372,23145.04080506947,21821.591140706525,50.19826793049734,
2025-02-05 14:15:00,22005.5221171236,22033.691884659234,21987.771353816788,21989.58300843777,1402,22436.25307967008,330.7984133348995,23097.84990633988,21774.65625300028,49.92821213444221,
2025-02-05 14:30:00,22815.461428454833,22846.69213086056,22791.366420099333,22792.16701862565,8925,22431.02264970865,323.8884465894548,23078.799542887562,21783.24575652974,53.93186686796249,
2025-02-05 14:45:00,22706.857343847616,22750.079006191034,22681.7006661102,22689.853318351583,5166,22435.9265158693,327.1762368916684,23090.278989652637,21781.574042085966,52.2609967823782,Inverted Hammer
2025-02-05 15:00:00,22729.007168040986,22758.35399336893,22713.210376921703,22742.51272549564,3925,22427.172852172767,315.7537534065054,23058.680358985777,21795.665345359757,53.849295816194484,
2025-02-05 15:15:00,22771.270346685946,22800.317865680354,22734.808334231067,22771.962922375606,3993,22463.044892673694,311.9196738574078,23086.88424038851,21839.205544958877,49.512875108676624,
2025-02-05 15:30:00,22074.04465173409,22123.578609587377,22030.30729805964,22081.9263990676,1771,22457.653176741896,317.7693163380116,23093.19180941792,21822.114544065873,47.39856870345775,
2025-02-06 09:15:00,22358.465728544274,22396.302236897704,22311.529763445382,22314.230340001086,8371,22473.489897446012,301.08390244101173,23075.657702328037,21871.322092563987,50.3782915083598,
2025-02-06 09:30:00,22115.86905952513,22137.983749797684,22075.61439068515,22104.884517797716,6713,22462.678808084056,310.5758982989116,23083.83060468188,21841.527011486232,46.17456895730666,
2025-02-06 09:45:00,22863.103425875594,22898.47327587724,22820.574416010262,22892.60147932719,9167,22486.370781684283,324.79702237078106,23135.964826425847,21836.77673694272,56.02878590867651,
2025-02-06 10:00:00,22623.298126827558,22642.759650412147,22595.770861796558,22614.453222098873,2556,22502.739928622876,322.46537574596607,23147.670680114807,21857.809177130945,48.21587725496433,
2025-02-06 10:15:00,22330.89802485265,22342.341797976824,22289.603613531308,22322.56089000716,2151,22477.635557339756,315.55542841988296,23108.74641417952,21846.52470049999,51.97929999080087,
2025-02-06 10:30:00,22063.558350286025,22093.40094413041,22048.383154828625,22083.488867661425,6314,22463.01815300228,327.0799537643018,23117.17806053088,21808.858245473675,40.561432484563895,
2025-02-06 10:45:00,22310.982321715663,22357.39142662136,22291.0583836102,22343.058532869058,2217,22466.644579421427,325.2303014550676,23117.10518233156,21816.183976511293,45.41787768655605,
2025-02-06 11:00:00,22325.183322026747,22371.64029802752,22309.33767133582,22341.690184457726,4944,22456.626938498375,325.8706432626718,23108.368225023718,21804.885651973033,51.550512500981625,
2025-02-06 11:15:00,22729.606178338065,22746.70144224334,22706.236811565668,22740.953520175564,9039,22485.90949586805,323.67442987067665,23133.258355609403,21838.5606361267,58.585669729765954,Hammer
2025-02-06 11:30:00,22637.557471355212,22663.9413446663,22623.27849054328,22639.193040860675,3042,22476.92456705099,316.35604255919384,23109.636652169378,21844.212481932605,47.918665318148264,
2025-02-06 11:45:00,22887.212742576325,22897.79453750482,22839.132170463603,22891.265018016347,7303,22515.87888368799,317.04486175602244,23149.968607200037,21881.789160175944,52.63306722866056,
2025-02-06 12:00:00,22472.21492516195,22521.99648063689,22456.572693761664,22472.289264697567,9897,22490.996562187313,298.5210308851522,23088.03862395762,21893.954500417007,46.77612702172206,
2025-02-06 12:15:00,22119.5942459383,22168.6501413317,22114.692019032755,22129.811970191324,3669,22458.49918726661,300.7998125674396,23060.09881240149,21856.89956213173,42.87133031367879,Inverted Hammer
2025-02-06 12:30:00,22713.244787222997,22745.72023370837,22686.903928920477,22690.028287743888,3113,22482.425726412974,299.14583006812614,23080.717386549226,21884.13406627672,56.951034709128635,
2025-02-06 12:45:00,22760.785048616897,22801.00575160077,22757.93009469464,22792.200304926282,3977,22522.556591237397,282.9481023547209,23088.45279594684,21956.660386527954,55.631058766753306,
2025-02-06 13:00:00,22561.277197569496,22597.03220563368,22555.750039254068,22572.966982905717,5378,22511.5965894514,276.1180083478142,23063.83260614703,21959.360572755773,55.50175456143132,Inverted Hammer
2025-02-06 13:15:00,22770.96717995456,22800.625090906535,22759.99771049475,22769.30611832679,8227,22515.56922945016,279.3700657069585,23074.309360864077,21956.829098036244,48.316814573237764,
2025-02-06 13:30:00,22493.79559636439,22496.462996213835,22470.578083870285,22476.57795488848,7261,22502.272490919804,274.28240753999654,23050.837305999798,21953.70767583981,48.12523780610753,
2025-02-06 13:45:00,22522.732829381996,22545.47104650963,22501.070282766545,22541.093128595094,1422,22490.72900123078,267.0989381680486,23024.926877566875,21956.531124894682,53.167351470988244,
2025-02-06 14:00:00,22427.541018358548,22461.28033346692,22387.556425258408,22449.03601616435,9722,22509.084482085615,249.56544090200228,23008.21536388962,22009.95360028161,55.53398469919265,
2025-02-06 14:15:00,22025.419126744095,22059.29570743828,21988.44539404989,22027.6632307476,1090,22494.756126622942,268.8246861419139,23032.40549890677,21957.106754339115,45.448251699933316,
2025-02-06 14:30:00,22107.891426993305,22126.547557914422,22086.57551229377,22111.202721315363,4372,22495.07203679882,268.34569937390734,23031.763435546636,21958.380638051007,46.75069768798356,
2025-02-06 14:45:00,22031.429185686735,22078.513785019637,22014.743975307952,22044.99162668333,7036,22452.691544166628,269.1897655690054,22991.071075304637,21914.31201302862,39.171852302398094,
2025-02-06 15:00:00,22636.41041126378,22644.778262875618,22620.586972060704,22630.061891301957,2942,22453.471977626785,269.70555932862504,22992.883096284037,21914.060858969533,49.876505285383665,
2025-02-06 15:15:00,22314.355981076325,22339.373953387105,22275.656226711624,22333.988332406814,4805,22454.043349746767,269.4255863688595,22992.894522484487,21915.19217700905,42.551731570491114,
2025-02-06 15:30:00,22508.570691164703,22543.114889992245,22505.96707085364,22510.63330884552,1097,22475.40057180597,255.05231308698535,22985.505197979943,21965.295945632,50.547983313583245,
2025-02-07 09:15:00,22907.566473926094,22942.423264220684,22906.925391450564,22921.779362352976,2479,22504.336613280168,271.54292917033547,23047.422471620837,21961.250754939498,61.10031495283625,
2025-02-07 09:30:00,22249.292229148876,22281.724176987318,22209.515009552542,22234.395538058085,5626,22498.971880960184,275.94949971743677,23050.870880395058,21947.07288152531,43.83361271715734,
2025-02-07 09:45:00,22410.38292303563,22424.147333708224,22386.52560423618,22405.266895869772,6147,22482.1875497449,270.6138865731521,23023.415322891204,21940.959776598596,44.85896555667149,
2025-02-07 10:00:00,22755.551138543047,22763.361466977378,22749.007081615367,22755.57610589653,4647,22488.00670299669,275.37715419719046,23038.76101139107,21937.252394602307,52.34459203766807,
2025-02-07 10:15:00,22228.798165491622,22260.595181832956,22217.019868761898,22239.63064255289,6443,22455.42498422352,263.4448903546923,22982.314764932904,21928.535203514133,43.715092531809866,
2025-02-07 10:30:00,22076.97990982879,22106.945015635763,22030.35471217392,22041.071149099807,1079,22433.86407844363,279.1687132212677,22992.201504886165,21875.526652001092,44.714338171723355,
2025-02-07 10:45:00,22289.75145291377,22298.719253428233,22246.776304132523,22273.43038712715,6577,22441.04499929042,272.70846306163594,22986.461925413692,21895.62807316715,46.8786005899194,
2025-02-07 11:00:00,22161.221287254004,22196.478244532533,22125.732034742807,22142.882247007048,3223,22413.687697253576,273.858215343243,22961.404127940063,21865.97126656709,46.461496813893795,
2025-02-07 11:15:00,22929.697652342573,22952.456251929256,22905.586390825705,22914.225975549813,3569,22419.788980784757,283.9097689098783,22987.608518604513,21851.969442965,59.479914748254664,
2025-02-07 11:30:00,22808.120379564418,22841.508409144575,22782.10419825485,22785.955623860493,5518,22430.438412832493,293.78086022672625,23018.000133285947,21842.87669237904,57.14669062803666,
2025-02-07 11:45:00,22633.403756510423,22675.27211049893,22584.641529746226,22653.76117405883,2123,22424.661165619094,287.84232571826,23000.345817055615,21848.976514182574,56.358942379261606,
2025-02-07 12:00:00,22871.46059018772,22879.947011616565,22823.172067993502,22847.440058952267,3623,22443.204270822283,302.9139698652942,23049.032210552872,21837.376331091695,52.47283173753047,
2025-02-07 12:15:00,22803.672076899114,22804.629320298955,22792.908624609823,22800.253324527435,2403,22456.1622806189,312.70670532670675,23081.575691272315,21830.748869965486,55.622471056493985,Hammer
2025-02-07 12:30:00,22186.570058886035,22225.525188205826,22146.01483057077,22203.866037509815,3578,22443.903781686175,317.7653373075631,23079.4344563013,21808.37310707105,46.640879378052084,
2025-02-07 12:45:00,22892.558998489978,22923.04386974761,22882.696865181628,22910.10525777878,1331,22488.025883037735,318.1917500172156,23124.409383072165,21851.642383003305,49.87992760284262,
2025-02-07 13:00:00,22539.342241915652,22574.324220396757,22528.665368021455,22550.147890896846,8485,22509.97314151681,305.72636641942046,23121.42587435565,21898.52040867797,53.48216513920785,Inverted Hammer
2025-02-07 13:15:00,22807.440155164062,22849.347903913495,22773.635503455833,22803.004232216765,1739,22547.87377179348,291.7130770239667,23131.299925841413,21964.447617745544,54.30839986644201,
2025-02-07 13:30:00,22896.091299923493,22936.23184666472,22875.841244994117,22898.54569014134,9233,22561.29796173545,301.7009321415478,23164.699826018546,21957.896097452354,51.63915787456888,
2025-02-07 13:45:00,22318.003474971865,22366.049482318307,22271.42625461654,22331.989737668697,5980,22561.19803199854,301.7805050177484,23164.75904203404,21957.637021963044,51.0467568301014,
2025-02-07 14:00:00,22110.051924527677,22136.848678470284,22105.601437782876,22121.062396082514,4878,22541.71948636039,317.38506439660347,23176.489615153598,21906.949357567184,50.90405070418712,
2025-02-07 14:15:00,22227.93516254194,22252.359944174936,22202.358880501466,22244.816396100337,2949,22507.871338047764,310.748188437051,23129.367714921867,21886.37496117366,49.66846969610983,
2025-02-07 14:30:00,22427.107788626257,22447.202148620792,22381.181712104102,22438.929918931368,4460,22518.098057091425,304.57878474024983,23127.255626571925,21908.940487610926,53.380306269031436,Hammer
2025-02-07 14:45:00,22818.014765922493,22825.699318064704,22772.80908289852,22781.830061401317,3128,22536.926215368003,308.84591580132604,23154.618046970656,21919.23438376535,48.32434120969349,
2025-02-07 15:00:00,22860.730583256343,22889.360944900443,22852.904122585558,22857.87076861327,5497,22542.04094850384,313.4699361195154,23168.980820742872,21915.101076264807,50.92238319822116,
2025-02-07 15:15:00,22006.95213053119,22020.80275674749,21988.620245526366,22008.908130402328,3154,22530.50482289631,329.0433966640063,23188.591616224323,21872.418029568296,43.0136636211717,
2025-02-07 15:30:00,22510.747302577565,22556.812678188213,22479.79123257523,22502.992075146838,6230,22553.60086919866,308.44812444697936,23170.49711809262,21936.704620304703,46.49631250841577,
2025-02-10 09:15:00,22417.41100314878,22446.570543362635,22409.44125891021,22410.130776409726,8444,22560.435888662792,303.38602149229223,23167.207931647376,21953.66384567821,46.06824936759305,Inverted Hammer
2025-02-10 09:30:00,22222.10781047073,22251.749819496137,22173.706701868443,22243.059146242525,2237,22565.444733624565,296.886799720189,23159.218333064942,21971.671134184187,50.43241693924842,Hammer
2025-02-10 09:45:00,22119.86536733368,22137.61160037753,22074.1279008973,22088.53240101684,9697,22524.160054897915,303.1763590836349,23130.512773065184,21917.807336730646,39.67912994518859,
2025-02-10 10:00:00,22337.615171403628,22340.214639002512,22329.267662451904,22339.44047595484,6240,22501.834297502635,299.29898829448774,23100.43227409161,21903.23632091366,47.27845821315073,Hammer
2025-02-10 10:15:00,22942.90970391252,22944.496892181167,22936.85193084947,22942.336689484462,5815,22516.263073273913,313.6218468494897,23143.506766972892,21889.019379574933,51.65041121741159,
2025-02-10 10:30:00,22323.202932020755,22344.369689228413,22318.93250788034,22338.33226300896,1256,22490.80768347675,305.89267412714304,23102.593031731034,21879.022335222464,44.07758963971623,
2025-02-10 10:45:00,22518.790621743367,22523.01889064823,22473.318438541533,22483.331165964544,2720,22474.961575548605,297.10121830321725,23069.16401215504,21880.75913894217,51.75649589409004,
2025-02-10 11:00:00,22703.018958895176,22733.361306672185,22693.337768405403,22702.711057960943,8347,22499.90382657116,294.06840080614376,23088.040628183448,21911.767024958874,56.73749998354316,
2025-02-10 11:15:00,22363.629602379293,22407.678252661277,22342.815355952076,22376.626292426205,8076,22473.22987830353,278.6953069910015,23030.620492285532,21915.839264321527,51.458450656354195,
2025-02-10 11:30:00,22971.78208272096,23015.9278235469,22949.33951443836,22960.799352624144,2071,22493.7624513899,299.04464453835993,23091.85174046662,21895.67316231318,55.31555172390523,
2025-02-10 11:45:00,22962.44729494211,22995.399565448723,22932.496742731433,22951.709258348517,2622,22501.197702696485,308.82676364020625,23118.8512299769,21883.54417541607,51.856569809131,
2025-02-10 12:00:00,22251.782295825364,22262.34388739901,22248.195528637993,22252.743695104204,3066,22468.907602944626,298.68980466378076,23066.28721227219,21871.527993617063,44.17923980885251,
2025-02-10 12:15:00,22497.248505892385,22540.39834746033,22485.91057502236,22494.608454499725,9642,22477.038538786182,296.97493943335206,23070.988417652887,21883.08865991948,55.289805186759814,
2025-02-10 12:30:00,22300.87830981677,22345.18298158243,22254.30379047082,22272.950640399762,1897,22484.632951002044,289.2337911150534,23063.10053323215,21906.165368771937,47.33654825176666,
2025-02-10 12:45:00,22284.840494377466,22294.673173625113,22239.419989014037,22282.989989515925,6175,22486.541630672822,287.6897611996571,23061.921153072137,21911.162108273507,48.49916249017148,
2025-02-10 13:00:00,22036.88694735453,22073.758251643067,21997.822414984246,22010.51857208518,9273,22465.121063330513,306.7398038789328,23078.600671088378,21851.641455572648,47.32161596028261,
2025-02-10 13:15:00,22609.564333979895,22623.89031142625,22608.594271698985,22609.029557095164,9928,22456.481038115202,299.70238771103413,23055.885813537272,21857.076262693132,55.438790246129884,Inverted Hammer
2025-02-10 13:30:00,22502.679023228862,22542.81103884651,22486.32868480406,22521.876133491995,5174,22439.681306359143,285.07866742566915,23009.83864121048,21869.523971507806,51.973860450341505,
2025-02-10 13:45:00,22051.47875124999,22101.34064624517,22020.080814482844,22099.389038567544,6781,22444.205351767403,278.5253503024003,23001.256052372202,21887.154651162604,40.50923063634541,
2025-02-10 14:00:00,22278.64646423661,22280.147764503083,22264.88695364794,22269.941545025515,4944,22432.552825261337,280.80217914840864,22994.157183558153,21870.94846696452,49.1467009488893,
2025-02-10 14:15:00,22908.265885966655,22953.1341792562,22862.786551213965,22873.50681255143,7426,22455.721627068422,297.4761569892026,23050.67394104683,21860.769313090015,54.368293738001476,
2025-02-10 14:30:00,22239.561890666973,22270.693417346905,22207.86741757535,22243.70257154859,6435,22455.753798333724,297.4519814424648,23050.657761218652,21860.849835448797,45.29359187439221,
2025-02-10 14:45:00,22144.894872091223,22193.564003049465,22141.2995362254,22188.66965582206,3935,22460.760661073986,291.73320138899373,23044.227063851973,21877.294258296,47.959374619748786,
2025-02-10 15:00:00,22489.452760277563,22512.703236153884,22444.002480835778,22497.868117326052,6833,22468.682043142548,290.4135313992058,23049.50910594096,21887.854980344135,44.654859965365915,
2025-02-10 15:15:00,22985.6504541106,23028.019850639168,22937.76212120179,22993.94899002346,9088,22471.262658169497,295.03646654014216,23061.335591249783,21881.18972508921,50.438409370988566,
2025-02-10 15:30:00,22242.0552715115,22245.174974941416,22238.169650591914,22240.376723539066,1461,22466.364881196,298.1559001992027,23062.676681594407,21870.053080797596,49.873080937410414,
2025-02-11 09:15:00,22672.13554740588,22688.899499909796,22645.517535662813,22669.025361966033,1116,22475.649590996076,301.5836424586587,23078.81687591339,21872.48230607876,51.723904489807424,
2025-02-11 09:30:00,22761.619615328716,22764.970442216276,22746.451401218008,22748.141168175003,6785,22477.92109650678,303.5485506715809,23085.018197849942,21870.823995163617,54.83287207894704,
2025-02-11 09:45:00,22237.6375439924,22286.404700666353,22217.99559016833,22264.441642720074,7507,22472.31186402147,306.5406558212732,23085.393175664016,21859.230552378925,49.827934011472614,
2025-02-11 10:00:00,22728.21634861186,22769.06504397545,22719.233787714093,22755.36623324587,6830,22462.04020805256,292.4277608360544,23046.895729724667,21877.184686380453,56.64052808140689,
2025-02-11 10:15:00,22367.783132719254,22410.410503781553,22338.879527618632,22407.909181633466,5561,22434.850204216807,268.83122996406416,22972.512664144935,21897.18774428868,48.12292898535835,
